Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
24,66,2,9,19,6,1,12,393,Good
19,66,46,52,23,6,1,17,384,Good
30,102,25,30,35,19,2,6,758,Poor
28,53,19,25,14,3,1,15,262,Good
25,79,8,12,23,4,1,10,501,Good
25,75,20,25,14,5,1,10,390,Good
36,87,77,98,35,28,2,4,771,Hazardous
35,71,20,32,23,7,2,8,514,Moderate
26,82,24,34,20,6,1,5,438,Moderate
23,80,0,14,21,12,2,5,376,Moderate
22,60,20,22,18,8,1,12,558,Good
34,94,65,78,26,13,1,6,438,Moderate
22,61,1,5,13,4,1,12,489,Good
33,68,1,13,18,5,1,12,478,Moderate
27,65,3,7,18,7,1,11,510,Good
39,96,25,62,34,29,2,4,623,Hazardous
32,75,82,112,36,17,2,4,454,Poor
26,53,3,11,17,4,1,10,457,Good
23,66,1,5,18,6,1,10,492,Good
24,67,18,29,26,7,2,6,670,Moderate
26,64,26,32,32,12,2,10,589,Moderate
39,80,38,53,39,14,2,4,448,Poor
31,57,6,17,21,9,2,5,543,Moderate
34,85,8,24,28,12,3,4,839,Hazardous
31,84,0,1,32,5,2,6,601,Moderate
27,48,17,24,13,2,1,11,571,Good
25,82,35,40,11,10,1,14,608,Good
41,98,96,122,47,28,3,4,686,Hazardous
29,58,4,4,24,3,1,11,519,Good
23,54,9,12,16,0,1,11,365,Good
27,67,42,53,22,12,2,10,446,Moderate
39,77,122,121,30,22,3,8,734,Hazardous
56,54,6,22,40,9,2,9,718,Poor
43,65,31,49,37,15,2,3,540,Poor
42,103,18,38,47,7,3,10,720,Hazardous
43,100,18,34,36,35,3,3,832,Hazardous
26,68,19,21,16,-1,1,13,528,Good
27,89,16,28,45,19,2,7,484,Poor
25,84,21,28,22,11,1,16,388,Moderate
23,48,11,17,23,3,1,11,272,Good
40,58,5,13,28,10,2,5,616,Poor
47,66,44,78,46,21,2,5,673,Hazardous
36,59,18,20,29,10,1,13,527,Moderate
42,110,20,46,24,18,3,5,873,Hazardous
29,60,14,16,24,3,1,13,454,Good
41,107,157,172,30,25,2,5,862,Hazardous
24,41,5,8,25,8,1,11,360,Good
26,46,1,6,25,8,1,11,494,Good
36,82,2,13,21,12,1,6,692,Moderate
20,52,2,10,17,3,1,12,471,Good
32,69,1,14,24,10,1,6,461,Moderate
26,68,54,64,31,1,2,6,671,Poor
38,59,6,23,22,9,2,10,467,Moderate
28,45,12,13,26,6,1,10,409,Good
28,54,8,17,30,8,1,6,613,Moderate
26,50,2,6,22,1,1,11,207,Good
39,77,38,52,48,19,2,5,617,Poor
37,58,16,19,27,16,1,7,403,Moderate
39,80,2,24,54,30,3,5,733,Hazardous
22,68,29,43,30,14,2,9,612,Moderate
28,52,7,16,25,2,1,13,554,Good
26,60,8,13,16,3,1,13,244,Good
25,93,12,18,25,3,2,9,473,Poor
40,79,29,44,31,18,2,7,615,Poor
31,66,7,16,22,5,1,6,495,Moderate
31,92,24,30,35,18,2,9,678,Poor
21,50,8,15,23,8,1,12,576,Good
34,86,53,64,26,8,2,8,375,Moderate
30,60,4,8,20,0,1,15,488,Good
41,68,12,31,36,19,2,6,504,Poor
20,62,20,28,25,5,1,12,504,Good
24,53,14,20,16,2,1,11,235,Good
33,63,17,31,22,15,1,5,533,Moderate
26,77,88,98,28,12,2,5,541,Poor
42,74,1,17,33,32,3,3,526,Hazardous
23,38,23,28,16,7,1,10,340,Good
27,46,4,8,24,6,1,12,545,Good
39,107,24,45,46,26,3,3,756,Hazardous
31,68,27,32,40,20,2,10,568,Poor
22,60,18,24,28,6,1,10,359,Good
58,77,23,43,33,20,3,4,810,Hazardous
25,66,21,25,24,4,1,14,297,Good
23,77,1,6,21,7,1,11,565,Good
40,85,61,77,35,4,2,3,905,Hazardous
35,62,26,46,32,15,2,10,731,Poor
27,54,25,34,27,6,2,10,632,Moderate
34,99,9,32,32,8,2,3,601,Poor
32,74,5,19,32,16,2,5,769,Poor
36,102,40,50,20,13,2,7,472,Poor
26,47,9,17,34,6,2,5,367,Moderate
27,73,29,30,33,6,2,8,688,Moderate
50,94,17,34,43,18,3,3,610,Hazardous
43,88,36,48,39,14,2,5,639,Poor
27,63,14,21,19,3,1,10,303,Good
23,47,3,10,11,8,1,14,351,Good
26,71,2,5,13,4,1,15,229,Good
25,42,11,13,12,2,1,10,381,Good
26,75,4,9,20,1,1,15,287,Good
21,80,7,20,26,8,1,6,573,Moderate
42,100,94,117,42,5,3,7,827,Hazardous
28,71,3,21,31,18,2,4,502,Poor
23,60,86,96,29,8,1,6,506,Moderate
30,82,13,27,30,12,2,4,473,Poor
22,62,1,7,16,6,1,16,398,Good
27,52,15,20,27,2,1,11,395,Good
20,59,50,56,25,6,1,15,589,Good
28,81,3,8,20,2,1,11,253,Good
27,50,33,44,27,12,1,11,651,Moderate
26,70,4,12,25,5,1,14,304,Good
32,64,6,15,38,11,2,4,501,Poor
29,73,14,19,20,3,1,10,575,Good
30,58,12,25,23,16,2,5,431,Moderate
39,94,8,31,48,20,2,4,827,Poor
25,72,4,9,11,6,1,10,393,Good
34,110,34,50,30,3,2,4,706,Poor
21,79,0,7,13,2,1,11,579,Good
24,67,1,4,22,3,1,11,530,Good
26,60,19,22,15,5,1,14,466,Good
30,74,2,7,26,4,1,11,250,Good
36,77,15,21,29,12,2,5,489,Moderate
35,55,2,6,16,7,1,11,490,Good
37,88,1,14,32,1,2,3,663,Poor
21,91,3,18,38,14,3,3,764,Hazardous
26,78,8,12,14,6,1,10,398,Good
35,59,31,41,25,16,2,7,570,Moderate
32,70,8,23,34,8,1,10,575,Moderate
24,59,16,19,28,6,1,14,243,Good
39,76,9,22,37,14,2,6,533,Hazardous
31,72,8,21,17,4,2,6,593,Moderate
32,61,30,32,29,0,1,11,212,Good
39,64,136,149,28,16,2,4,714,Poor
44,111,21,40,34,7,2,4,741,Poor
22,75,0,4,16,4,1,11,243,Good
29,55,1,7,18,6,1,11,469,Good
33,88,18,27,19,12,2,5,529,Moderate
31,53,18,28,29,13,1,6,319,Moderate
43,111,34,51,41,21,3,4,516,Hazardous
26,66,15,24,15,4,1,16,373,Good
31,62,4,7,31,10,1,5,297,Moderate
35,79,64,88,36,20,3,10,425,Hazardous
20,64,2,8,14,8,1,11,512,Good
29,80,27,41,33,7,2,9,249,Moderate
21,66,19,28,29,14,1,8,683,Moderate
31,89,11,17,31,3,2,6,435,Moderate
29,72,20,26,17,6,1,12,539,Good
31,86,60,65,29,2,2,8,655,Moderate
25,66,1,4,15,6,1,10,211,Good
23,49,18,24,20,5,1,10,263,Good
23,78,17,19,24,8,1,11,456,Moderate
30,69,15,30,31,11,2,4,609,Poor
20,62,3,5,25,5,1,11,296,Good
32,66,9,19,28,12,1,6,322,Moderate
26,50,1,13,23,17,2,6,592,Moderate
25,56,15,24,26,12,2,6,579,Moderate
27,81,9,16,27,10,1,6,620,Moderate
42,79,29,45,50,19,2,5,886,Hazardous
37,81,28,44,23,20,2,6,628,Poor
46,88,26,50,46,22,3,4,571,Hazardous
39,59,3,14,22,19,2,4,775,Poor
22,48,9,15,24,7,1,10,578,Good
33,78,3,11,28,12,2,6,426,Poor
35,85,30,42,37,5,2,8,448,Moderate
21,58,14,21,23,4,1,12,567,Good
30,61,12,18,22,5,1,10,490,Good
45,83,13,29,42,14,2,5,841,Poor
30,82,41,51,25,13,2,7,591,Moderate
23,52,6,10,24,7,1,10,345,Good
43,116,104,137,37,16,4,5,688,Hazardous
24,43,15,19,23,2,1,13,297,Good
24,60,3,8,19,4,1,10,432,Good
24,47,1,7,23,3,1,10,531,Good
34,76,9,21,32,20,2,3,511,Poor
23,71,1,6,22,7,1,13,266,Good
24,64,21,27,23,6,1,10,296,Good
33,50,37,43,36,5,1,5,443,Moderate
35,71,6,20,34,19,2,5,714,Poor
27,55,4,10,15,3,1,16,312,Good
26,81,13,16,26,7,1,12,602,Good
22,56,7,13,26,2,1,12,535,Good
44,67,33,36,34,8,2,5,608,Poor
46,80,8,10,34,30,2,6,771,Hazardous
35,65,17,27,18,12,2,10,351,Moderate
26,74,6,12,17,4,1,10,383,Good
40,79,46,75,46,15,2,6,730,Hazardous
24,50,5,16,20,7,1,10,608,Good
25,57,10,15,21,4,1,10,355,Good
26,57,6,12,25,2,1,11,507,Good
24,65,25,28,22,4,1,12,217,Good
20,61,15,22,23,4,1,10,382,Good
42,84,76,100,30,18,2,3,680,Hazardous
26,52,25,27,22,4,1,14,215,Good
37,71,10,28,33,5,2,4,711,Poor
26,68,1,8,22,5,1,13,523,Good
30,92,1,19,23,4,1,6,359,Moderate
24,62,1,13,26,7,2,6,497,Moderate
28,51,64,76,32,16,2,8,648,Moderate
29,92,18,42,32,26,3,4,515,Hazardous
22,73,0,8,21,4,1,10,471,Good
29,64,24,23,35,17,2,5,560,Poor
20,67,2,9,27,6,1,13,383,Good
44,104,12,33,43,26,3,6,722,Hazardous
23,62,21,30,23,0,1,7,638,Moderate
30,66,1,0,24,4,1,11,214,Good
29,86,90,94,30,11,1,6,366,Moderate
26,61,9,9,18,5,1,12,593,Good
29,93,149,168,35,12,2,4,793,Poor
29,65,12,15,30,9,2,10,322,Moderate
30,77,5,12,30,4,2,6,358,Moderate
22,47,1,6,24,6,1,16,245,Good
27,52,9,17,28,3,1,12,263,Good
23,58,7,13,18,8,1,12,509,Good
20,76,16,20,25,4,1,10,357,Good
20,55,5,18,24,14,2,6,637,Moderate
20,55,8,11,25,6,1,17,431,Good
33,62,13,31,35,6,2,7,651,Poor
31,61,7,20,36,14,1,5,342,Moderate
42,86,32,37,41,22,2,6,579,Poor
41,79,28,40,28,18,1,6,538,Moderate
34,108,19,33,37,15,2,5,388,Poor
36,78,31,48,30,7,2,4,656,Poor
42,99,99,115,55,20,3,3,708,Hazardous
24,49,15,21,22,5,1,12,441,Good
23,66,9,10,27,6,1,10,322,Good
23,75,3,16,18,5,2,6,718,Moderate
26,74,5,9,23,0,1,19,547,Good
30,62,55,63,31,26,2,3,688,Poor
32,86,18,24,28,9,2,5,370,Moderate
46,85,11,32,50,12,3,8,848,Hazardous
30,67,47,61,22,7,2,6,639,Moderate
20,47,10,16,12,2,1,12,215,Good
20,78,2,6,14,8,1,11,560,Good
36,70,19,38,28,21,2,4,454,Poor
27,65,97,110,22,10,2,6,414,Moderate
26,70,3,9,23,6,1,10,554,Good
25,64,15,20,13,6,1,12,609,Good
30,50,1,8,30,7,2,6,706,Moderate
22,60,17,23,16,6,1,11,586,Good
18,52,8,22,18,17,2,11,284,Moderate
19,47,22,25,14,5,1,10,230,Good
24,70,1,13,18,11,1,6,606,Moderate
36,84,26,42,36,15,2,5,444,Poor
31,69,11,28,27,18,2,6,400,Poor
25,73,9,10,26,9,1,18,384,Good
45,100,5,30,42,9,3,4,600,Hazardous
26,53,4,9,27,8,1,11,246,Good
29,87,9,21,19,7,2,8,483,Moderate
37,82,10,19,27,23,2,4,598,Poor
22,48,3,6,16,7,1,14,379,Good
47,117,22,30,25,27,2,6,712,Hazardous
28,61,42,59,26,12,2,6,488,Moderate
30,72,11,34,34,15,2,5,726,Poor
29,58,3,12,23,5,1,9,449,Moderate
37,83,22,36,35,17,2,6,464,Poor
23,54,2,4,24,3,1,12,359,Good
27,79,26,28,20,2,1,11,486,Good
26,76,36,41,32,15,2,7,472,Poor
30,74,20,54,40,26,2,6,655,Hazardous
27,72,1,11,22,12,1,6,602,Moderate
38,95,16,36,30,12,2,5,574,Poor
22,56,8,12,16,4,1,10,373,Good
25,60,9,17,22,3,1,16,589,Good
27,61,16,24,30,9,2,7,382,Moderate
36,61,8,18,21,16,1,12,613,Moderate
21,78,6,22,42,7,3,5,721,Hazardous
50,101,35,52,48,18,3,3,795,Hazardous
36,76,35,47,30,10,2,6,309,Moderate
31,81,79,92,24,8,2,8,624,Moderate
26,47,1,4,12,3,1,11,193,Good
31,58,24,32,15,20,1,5,502,Moderate
37,76,12,21,18,10,1,9,622,Moderate
29,68,34,45,17,17,1,10,499,Moderate
26,65,28,33,15,7,1,10,287,Good
36,76,10,23,24,7,2,5,579,Moderate
22,49,1,6,13,8,1,10,354,Good
29,72,7,13,21,8,1,13,362,Good
27,89,7,27,37,17,2,10,442,Poor
32,81,10,20,31,4,2,6,567,Moderate
36,70,2,10,24,11,2,11,455,Moderate
37,75,11,31,28,16,1,4,409,Poor
27,46,8,14,21,6,1,15,496,Good
24,51,1,7,13,3,1,14,564,Good
23,91,40,55,31,6,1,6,696,Moderate
31,57,9,19,28,5,2,6,567,Moderate
35,61,38,54,24,16,1,11,308,Moderate
39,66,4,24,29,3,2,4,673,Poor
29,41,0,6,15,1,1,10,511,Good
45,103,8,29,50,35,3,4,821,Hazardous
31,76,3,10,19,2,1,13,318,Good
29,42,21,25,15,6,1,12,524,Good
31,84,22,38,27,12,1,6,399,Moderate
29,50,3,8,21,5,1,12,209,Good
35,109,51,68,34,16,2,5,558,Poor
41,73,22,43,37,21,2,3,592,Hazardous
38,66,73,85,41,17,2,4,694,Poor
29,82,8,14,12,4,1,10,524,Good
42,87,23,35,35,6,2,4,635,Poor
36,72,10,27,23,10,2,4,555,Poor
32,44,11,18,18,5,1,13,333,Good
19,51,4,10,21,2,1,11,416,Good
26,78,16,23,12,8,1,12,326,Good
25,91,17,28,21,16,1,5,381,Moderate
25,86,6,16,34,10,2,6,426,Moderate
32,73,11,26,22,7,2,7,374,Moderate
22,58,30,36,19,4,1,10,479,Good
35,80,11,19,37,8,1,10,510,Moderate
36,68,11,19,32,11,1,8,383,Moderate
39,115,14,39,29,25,3,6,900,Hazardous
25,42,4,8,14,4,1,12,333,Good
24,56,4,13,28,7,2,8,382,Moderate
33,68,9,20,29,15,2,12,451,Moderate
21,45,34,40,17,5,1,11,247,Good
34,97,15,27,31,11,2,7,681,Poor
39,55,38,48,22,16,2,6,437,Moderate
27,75,0,7,14,8,1,13,499,Good
30,73,0,6,26,8,1,13,569,Moderate
32,64,57,68,37,18,2,5,479,Poor
20,47,3,11,12,6,1,25,259,Good
29,74,16,20,27,3,1,10,581,Good
35,72,1,18,29,5,1,15,573,Moderate
36,89,37,49,26,8,2,4,644,Hazardous
36,62,16,22,22,13,2,6,616,Moderate
22,61,5,12,23,4,1,14,523,Good
21,55,8,14,16,7,1,13,503,Good
28,46,7,8,21,7,1,10,245,Good
22,50,2,3,16,5,1,20,587,Good
29,121,35,56,39,22,3,3,569,Hazardous
37,95,19,29,31,10,2,4,787,Poor
27,47,1,3,12,5,1,10,591,Good
19,76,10,18,14,6,1,11,557,Good
27,70,1,3,23,6,1,15,338,Good
55,82,102,134,35,26,2,5,586,Hazardous
29,93,36,47,35,11,1,7,346,Moderate
50,85,14,31,31,16,2,7,537,Poor
31,64,5,13,27,15,2,5,446,Moderate
25,76,10,14,25,4,1,10,353,Good
31,82,6,10,27,12,2,5,473,Moderate
28,64,0,7,14,2,1,14,201,Good
30,52,15,35,28,10,1,9,532,Moderate
26,68,1,12,22,9,1,8,540,Moderate
27,55,5,7,23,5,1,17,313,Good
35,73,2,9,25,3,1,7,362,Moderate
35,87,42,70,38,18,1,10,471,Poor
27,48,19,17,16,8,1,16,543,Good
22,58,6,12,24,8,1,13,352,Good
29,75,7,13,20,5,1,12,539,Good
26,46,8,11,23,5,1,14,426,Good
30,52,9,15,14,2,1,10,240,Good
37,53,37,51,26,10,1,9,473,Moderate
29,73,25,28,12,3,1,12,204,Good
32,56,11,18,22,0,2,8,476,Moderate
32,89,7,19,23,13,1,8,542,Moderate
29,78,16,25,26,11,1,10,442,Moderate
30,72,33,43,17,3,1,10,570,Good
40,73,83,90,16,12,2,5,666,Poor
43,74,38,71,42,21,3,6,729,Hazardous
23,66,17,29,22,12,1,9,297,Moderate
22,62,17,21,20,5,1,12,591,Good
42,73,6,20,54,24,2,4,633,Hazardous
24,54,29,33,24,4,1,14,217,Good
47,77,20,35,40,21,3,4,667,Hazardous
22,76,6,8,22,5,1,15,340,Good
31,56,3,9,23,3,1,13,513,Good
23,49,16,18,14,4,1,10,464,Good
26,75,9,14,14,5,1,13,318,Good
34,77,59,72,28,13,2,8,586,Poor
42,104,91,109,41,19,2,5,695,Hazardous
35,58,3,10,27,5,2,6,411,Moderate
25,71,9,14,25,5,1,11,433,Good
28,81,6,11,22,5,1,12,317,Good
35,82,8,35,42,20,1,4,761,Poor
26,65,6,9,15,5,1,14,241,Good
25,64,18,24,23,7,1,10,481,Good
29,54,8,22,30,14,2,7,352,Moderate
37,103,24,46,47,20,3,4,593,Hazardous
34,67,12,24,24,7,2,6,518,Moderate
22,65,8,13,18,7,1,12,365,Good
25,40,4,12,16,4,1,12,375,Good
26,98,41,56,40,6,2,7,430,Poor
34,84,16,22,24,7,1,5,379,Moderate
38,79,63,65,31,19,2,3,571,Hazardous
38,97,30,54,43,24,3,7,773,Hazardous
29,52,6,12,13,6,1,16,454,Good
36,71,68,75,25,25,2,8,458,Poor
31,56,20,27,20,13,1,6,402,Moderate
42,102,36,56,55,17,2,8,698,Hazardous
28,92,8,21,31,10,1,10,350,Moderate
24,52,30,39,18,6,1,14,391,Good
25,54,39,56,30,12,2,5,351,Moderate
29,99,30,46,43,6,2,5,594,Hazardous
36,59,1,10,24,5,1,5,405,Moderate
23,86,1,7,26,10,1,5,458,Moderate
28,62,14,26,18,19,2,6,475,Moderate
34,86,3,12,38,9,1,9,590,Moderate
32,81,34,42,26,8,1,6,631,Moderate
32,49,0,3,16,5,1,12,423,Good
24,45,2,7,26,5,1,11,265,Good
39,84,18,36,28,19,2,4,480,Poor
24,46,51,58,22,5,1,12,353,Good
39,69,40,52,28,17,2,8,451,Poor
32,73,9,19,26,6,2,6,549,Moderate
35,71,3,16,19,10,2,7,374,Moderate
37,92,0,14,39,21,2,4,435,Poor
39,75,7,26,33,18,2,4,579,Poor
43,103,8,31,37,33,2,5,782,Hazardous
23,59,31,37,15,2,1,12,284,Good
39,75,110,145,47,35,2,6,794,Hazardous
22,77,10,16,26,7,1,12,449,Good
32,60,15,28,23,11,1,8,679,Moderate
25,47,10,14,29,5,1,10,578,Good
32,64,42,54,29,15,2,5,697,Poor
36,119,59,89,33,24,2,3,585,Hazardous
26,75,13,16,12,8,1,11,345,Good
22,81,23,37,32,9,1,6,576,Moderate
41,72,23,40,40,16,2,5,513,Hazardous
21,58,18,24,19,4,1,11,420,Good
47,99,6,30,40,11,3,3,604,Hazardous
26,66,4,20,34,10,1,9,596,Moderate
32,85,4,19,29,12,1,6,429,Moderate
24,61,0,5,27,5,1,10,432,Good
30,71,74,89,32,15,2,7,314,Moderate
37,67,12,23,38,2,2,7,705,Poor
37,88,140,151,27,17,2,4,668,Poor
32,64,14,32,24,18,2,9,478,Poor
23,74,4,8,19,2,1,10,274,Good
36,63,71,76,20,9,2,6,405,Moderate
34,106,33,49,27,19,2,8,770,Hazardous
25,42,6,12,16,2,1,10,249,Good
25,64,1,14,22,10,2,7,301,Moderate
24,86,4,24,32,6,1,10,427,Moderate
22,73,10,16,22,4,1,19,427,Good
30,76,31,38,21,2,2,5,674,Moderate
26,58,11,15,24,2,1,13,220,Good
30,65,28,40,31,15,2,7,384,Moderate
27,76,4,18,29,10,2,6,558,Moderate
24,46,2,9,22,5,1,12,463,Good
34,107,6,21,23,40,2,4,676,Hazardous
36,65,78,83,27,6,2,9,412,Moderate
24,86,36,50,30,7,2,5,586,Moderate
36,47,13,31,33,5,2,6,328,Moderate
25,86,7,19,30,11,1,6,515,Moderate
27,57,14,32,34,8,2,5,452,Moderate
33,58,17,30,19,7,2,10,353,Moderate
36,89,62,76,29,13,1,5,534,Poor
24,76,2,6,25,2,1,11,355,Good
22,50,1,7,16,5,1,12,502,Good
34,85,64,79,35,1,2,7,484,Poor
24,63,15,21,11,7,1,10,265,Good
28,61,9,16,21,8,2,6,606,Moderate
40,84,41,57,42,17,2,5,578,Poor
43,77,63,88,37,13,3,5,718,Hazardous
37,102,26,36,28,26,2,6,432,Poor
29,78,107,114,28,3,2,6,549,Moderate
38,78,21,45,29,16,2,4,600,Poor
27,63,49,61,26,13,2,7,391,Moderate
31,96,32,40,21,9,1,11,327,Moderate
29,66,54,60,18,10,1,5,321,Moderate
23,73,5,10,20,5,1,14,556,Good
23,56,7,12,18,3,1,12,563,Good
32,63,1,8,22,6,1,6,504,Moderate
29,47,2,7,22,7,1,13,566,Good
28,57,1,9,30,5,1,17,598,Good
19,72,1,9,18,8,1,10,381,Good
30,87,45,57,35,16,2,4,719,Poor
33,74,23,38,24,14,2,7,724,Poor
25,39,18,25,14,5,1,12,499,Good
40,80,66,93,31,23,2,3,483,Hazardous
33,87,6,8,30,6,2,9,553,Poor
39,80,8,20,35,11,2,6,609,Moderate
24,74,2,12,18,3,1,11,239,Good
35,96,5,16,34,10,2,4,515,Poor
21,71,8,10,25,4,1,10,220,Good
30,43,24,30,19,9,1,10,385,Good
27,79,6,12,36,18,2,4,831,Hazardous
30,78,10,16,14,5,1,14,275,Good
31,86,88,99,44,16,2,4,480,Poor
34,81,30,40,32,20,1,6,551,Moderate
18,61,2,8,25,5,1,10,372,Good
24,54,3,6,17,10,1,15,428,Good
31,76,2,19,29,9,2,6,448,Moderate
24,43,5,10,16,7,1,16,368,Good
41,72,120,146,32,1,3,3,688,Hazardous
14,46,44,49,15,2,1,11,486,Good
37,88,17,22,27,11,1,6,609,Moderate
29,58,0,5,24,7,1,17,571,Good
35,80,23,41,32,20,2,4,798,Poor
20,78,24,28,23,6,1,13,457,Good
28,51,1,5,15,6,1,12,587,Good
25,81,38,41,15,9,1,14,407,Good
40,91,5,21,39,8,2,10,599,Poor
40,83,68,80,34,23,3,6,679,Poor
25,49,13,17,22,5,1,14,388,Good
30,82,1,18,21,8,2,7,308,Moderate
27,68,36,42,27,20,1,7,511,Moderate
32,79,104,115,51,21,3,8,853,Hazardous
41,61,24,44,23,5,2,6,500,Poor
25,66,3,10,13,1,1,10,279,Good
30,81,24,34,40,3,2,12,603,Poor
34,102,37,64,32,12,2,4,722,Poor
30,89,48,55,31,15,2,5,704,Poor
28,84,11,26,30,11,2,8,581,Moderate
26,47,8,14,17,10,1,11,360,Good
37,76,29,35,24,10,2,4,507,Poor
24,69,9,13,22,4,1,12,321,Good
34,68,7,15,18,3,1,12,468,Good
38,73,15,30,38,14,2,4,373,Poor
31,83,60,74,31,13,2,7,452,Moderate
34,99,63,72,30,11,2,5,581,Poor
30,68,5,16,30,4,1,5,645,Moderate
32,84,30,39,26,9,1,6,588,Moderate
24,38,5,11,21,1,1,11,429,Good
40,66,14,31,33,20,2,4,637,Poor
23,51,8,15,22,4,1,11,264,Good
27,55,16,23,24,5,1,13,303,Good
26,45,1,6,20,4,1,10,225,Good
39,75,24,42,24,13,2,9,812,Poor
32,53,12,25,36,10,2,7,518,Moderate
38,81,8,18,25,15,2,4,768,Poor
38,89,10,28,30,21,2,5,587,Poor
46,102,12,21,36,15,3,6,776,Hazardous
29,70,4,8,17,4,1,11,585,Good
30,60,6,11,16,6,1,15,307,Good
26,76,79,83,20,10,1,13,501,Moderate
18,57,9,14,26,3,1,12,505,Good
28,72,4,7,22,16,2,7,373,Moderate
39,75,114,140,28,16,2,15,783,Hazardous
24,50,0,4,13,7,1,14,340,Good
36,62,65,82,36,11,2,8,758,Poor
24,50,12,16,14,4,1,10,483,Good
27,79,3,3,19,7,1,12,420,Good
23,52,20,24,16,5,1,10,419,Good
20,65,8,9,11,4,1,11,586,Good
42,84,9,27,24,5,2,9,619,Poor
27,59,1,8,18,4,1,11,245,Good
31,64,25,35,28,6,1,7,616,Moderate
28,72,3,12,29,17,1,5,420,Moderate
27,73,16,20,27,7,1,11,235,Good
41,83,17,25,44,24,2,3,494,Hazardous
40,70,10,29,38,16,2,4,581,Poor
22,43,14,17,12,2,1,13,623,Good
28,73,11,17,19,4,1,13,324,Good
26,56,16,22,24,6,1,11,535,Good
34,59,24,34,26,16,2,8,545,Moderate
29,82,4,9,24,6,1,11,266,Good
27,55,3,7,30,9,1,10,509,Moderate
46,125,38,43,41,45,2,5,829,Hazardous
26,76,52,64,25,16,2,5,708,Moderate
27,75,2,8,23,7,1,10,431,Good
23,56,1,5,24,2,1,12,406,Good
24,76,43,55,49,26,2,3,782,Hazardous
24,51,38,41,16,9,1,11,244,Good
24,45,13,16,16,1,1,13,268,Good
26,57,4,4,20,4,1,15,290,Good
29,50,5,19,26,9,2,9,302,Moderate
31,56,6,23,25,10,1,6,354,Moderate
29,84,26,36,31,11,2,6,523,Moderate
32,62,14,21,23,11,1,8,425,Moderate
39,79,31,44,34,22,2,5,619,Poor
33,59,2,15,22,14,1,8,394,Moderate
24,63,15,21,20,4,1,13,317,Good
35,67,32,45,29,8,3,4,654,Poor
31,90,15,30,30,22,2,4,424,Poor
28,96,53,66,34,20,2,4,764,Poor
25,48,3,9,20,3,1,11,240,Good
42,97,4,16,38,3,2,3,421,Poor
25,54,1,4,17,8,1,13,307,Good
25,60,2,4,14,5,1,11,364,Good
29,69,2,17,25,8,2,9,643,Moderate
34,94,9,15,33,12,2,4,680,Poor
22,46,1,7,22,5,1,12,363,Good
37,72,135,152,21,17,2,5,473,Poor
34,76,15,32,24,13,2,7,567,Moderate
31,57,2,5,22,8,1,10,462,Good
35,89,20,30,35,5,1,6,686,Moderate
28,69,5,13,26,6,1,13,408,Good
20,52,2,6,19,6,1,10,359,Good
31,84,1,10,30,8,2,5,667,Moderate
29,62,5,11,18,4,1,12,296,Good
24,41,12,19,21,4,1,14,582,Good
29,88,0,12,20,17,2,9,657,Moderate
23,47,8,10,16,4,1,12,537,Good
27,76,51,59,24,8,2,5,542,Moderate
23,66,6,11,24,6,1,13,550,Good
29,74,12,18,22,5,1,10,267,Good
37,85,32,58,29,20,2,8,672,Poor
32,83,6,15,38,13,2,7,449,Moderate
31,71,34,45,27,9,2,8,460,Moderate
34,68,8,18,25,11,2,10,460,Moderate
22,59,47,60,22,13,1,6,490,Moderate
41,77,7,29,52,25,2,8,643,Hazardous
38,103,58,75,32,17,2,4,626,Poor
26,52,20,30,16,7,1,11,520,Good
21,50,4,9,15,1,1,14,314,Good
19,51,10,12,23,5,1,10,392,Good
49,87,136,154,24,6,2,5,762,Poor
38,110,2,13,30,18,2,4,734,Poor
40,66,18,27,43,17,1,5,556,Poor
27,87,11,19,24,11,1,6,327,Moderate
26,63,41,52,36,11,2,7,628,Moderate
30,92,9,14,38,16,2,5,652,Poor
32,56,17,30,36,2,1,5,617,Moderate
23,60,2,9,12,8,1,12,451,Good
32,75,18,27,34,10,2,10,611,Moderate
27,56,33,36,26,10,1,12,584,Good
23,79,21,29,21,6,1,10,588,Good
37,99,4,19,32,19,2,4,675,Poor
35,85,8,19,52,24,3,6,628,Hazardous
23,72,56,70,26,15,2,6,392,Moderate
23,58,5,7,24,8,1,5,538,Moderate
35,70,12,32,30,24,2,6,414,Poor
24,80,1,4,14,7,1,13,348,Good
27,62,13,17,16,4,1,14,276,Good
29,65,40,44,20,5,1,12,492,Good
33,88,7,16,30,11,1,5,332,Moderate
45,101,13,29,44,16,2,6,630,Hazardous
26,63,2,8,12,6,1,10,487,Good
22,74,12,15,24,6,1,11,463,Good
38,64,64,78,32,7,2,5,458,Poor
29,60,21,32,35,4,2,8,406,Moderate
26,66,1,13,30,12,2,6,641,Moderate
39,98,0,12,43,8,1,4,567,Poor
47,65,68,81,38,14,3,4,633,Poor
36,73,6,33,24,17,2,4,552,Poor
32,60,1,10,35,11,2,9,717,Moderate
21,76,15,22,12,3,1,16,420,Good
27,68,39,50,22,12,2,5,564,Moderate
28,54,7,10,28,4,1,10,591,Good
41,100,20,35,40,9,2,5,453,Poor
30,98,25,31,24,21,2,7,594,Moderate
19,60,10,18,26,2,1,11,466,Good
